,id_response,response_option,response_description
4540,4926,3.0,(almost) never occurs
4541,4927,4.0,Do not know / no opinion
4542,4928,1.0,occurs often
4543,4929,2.0,sometimes occurs
4544,4930,3.0,(almost) never occurs
4545,4931,4.0,Do not know / no opinion
4546,4932,1.0,occurs often
4547,4933,2.0,sometimes occurs
4548,4934,3.0,(almost) never occurs
4549,4935,4.0,Do not know / no opinion
4550,4936,1.0,occurs often
4551,4937,2.0,sometimes occurs
4552,4938,3.0,(almost) never occurs
4553,4939,4.0,Do not know / no opinion
4554,4940,1.0,occurs often
4555,4941,2.0,sometimes occurs
4556,4942,3.0,(almost) never occurs
4557,4943,4.0,Do not know / no opinion
4558,4944,1.0,occurs often
4559,4945,2.0,sometimes occurs
4560,4946,3.0,(almost) never occurs
4561,4947,4.0,Do not know / no opinion
4562,4948,1.0,occurs often
4563,4949,2.0,sometimes occurs
4564,4950,3.0,(almost) never occurs
4565,4951,4.0,Do not know / no opinion
4566,4952,1.0,occurs often
4567,4953,2.0,sometimes occurs
4568,4954,3.0,(almost) never occurs
4569,4955,4.0,Do not know / no opinion
4570,4956,1.0,occurs often
4571,4957,2.0,sometimes occurs
4572,4958,3.0,(almost) never occurs
4573,4959,4.0,Do not know / no opinion
4574,4960,1.0,occurs often
4575,4961,2.0,sometimes occurs
4576,4962,3.0,(almost) never occurs
4577,4963,4.0,Do not know / no opinion
4578,4964,1.0,occurs often
4579,4965,2.0,sometimes occurs
4580,4966,3.0,(almost) never occurs
4581,4967,4.0,Do not know / no opinion
4582,4968,1.0,occurs often
4583,4969,2.0,sometimes occurs
4584,4970,3.0,(almost) never occurs
4585,4971,4.0,Do not know / no opinion
4586,4972,1.0,occurs often
4587,4973,2.0,sometimes occurs
4588,4974,3.0,(almost) never occurs
4589,4975,4.0,Do not know / no opinion
4590,4976,1.0,occurs often
4591,4977,2.0,sometimes occurs
4592,4978,3.0,(almost) never occurs
4593,4979,4.0,Do not know / no opinion
4594,4980,1.0,occurs often
4595,4981,2.0,sometimes occurs
4596,4982,3.0,(almost) never occurs
4597,4983,4.0,Do not know / no opinion
4598,4984,1.0,occurs often
4599,4985,2.0,sometimes occurs
4600,4986,3.0,(almost) never occurs
4601,4987,4.0,Do not know / no opinion
4602,4988,1.0,occurs often
4603,4989,2.0,sometimes occurs
4604,4990,3.0,(almost) never occurs
4605,4991,4.0,Do not know / no opinion
4606,4992,1.0,occurs often
4607,4993,2.0,sometimes occurs
4608,4994,3.0,(almost) never occurs
4609,4995,4.0,Do not know / no opinion
4610,4996,1.0,Yes
4611,4997,2.0,No
4612,4998,3.0,Do not know / no opinion
4613,4999,1.0,Often
4614,5000,2.0,Sometimes
4615,5001,3.0,Seldom
4616,5002,4.0,Do not know / no opinion
4617,5003,1.0,Yes
4618,5004,2.0,No
4619,5005,3.0,Do not know / no opinion
4620,5006,1.0,Often
4621,5007,2.0,Sometimes
4622,5008,3.0,Seldom
4623,5009,4.0,Do not know / no opinion
4624,5010,1.0,occurs often
4625,5011,2.0,sometimes occurs
4626,5012,3.0,(almost) never occurs
4627,5013,4.0,Do not know / no opinion
4628,5014,1.0,occurs often
4629,5015,2.0,sometimes occurs
4630,5016,3.0,(almost) never occurs
4631,5017,4.0,Do not know / no opinion
4632,5018,1.0,occurs often
4633,5019,2.0,sometimes occurs
4634,5020,3.0,(almost) never occurs
4635,5021,4.0,Do not know / no opinion
4636,5022,1.0,occurs often
4637,5023,2.0,sometimes occurs
4638,5024,3.0,(almost) never occurs
4639,5025,4.0,Do not know / no opinion
4640,5026,1.0,occurs often
4641,5027,2.0,sometimes occurs
4642,5028,3.0,(almost) never occurs
4643,5029,4.0,Do not know / no opinion
4644,5030,1.0,occurs often
4645,5031,2.0,sometimes occurs
4646,5032,3.0,(almost) never occurs
4647,5033,4.0,Do not know / no opinion
4648,5034,1.0,no
4649,5035,2.0,"yes, in your own neighbourhood"
4650,5036,3.0,"yes, elsewhere in the municipality"
4651,5037,4.0,"yes, but not in your own community"
4652,5038,1.0,no
4653,5039,2.0,"yes, in your own neighbourhood"
4654,5040,3.0,"yes, elsewhere in the municipality"
4655,5041,4.0,"yes, but not in your own community"
4656,5042,1.0,no
4657,5043,2.0,"yes, in your own neighbourhood"
4658,5044,3.0,"yes, elsewhere in the municipality"
4659,5045,4.0,"yes, but not in your own community"
4660,5046,1.0,no
4661,5047,2.0,"yes, in your own neighbourhood"
4662,5048,3.0,"yes, elsewhere in the municipality"
4663,5049,4.0,"yes, but not in your own community"
4664,5050,1.0,no
4665,5051,2.0,"yes, in your own neighbourhood"
4666,5052,3.0,"yes, elsewhere in the municipality"
4667,5053,4.0,"yes, but not in your own community"
4668,5054,1.0,no
4669,5055,2.0,"yes, in your own neighbourhood"
4670,5056,3.0,"yes, elsewhere in the municipality"
4671,5057,4.0,"yes, but not in your own community"
4672,5058,1.0,no
4673,5059,2.0,"yes, in your own neighbourhood"
4674,5060,3.0,"yes, elsewhere in the municipality"
4675,5061,4.0,"yes, but not in your own community"
4676,5062,1.0,no
4677,5063,2.0,"yes, in your own neighbourhood"
4678,5064,3.0,"yes, elsewhere in the municipality"
4679,5065,4.0,"yes, but not in your own community"
4680,5066,1.0,no
4681,5067,2.0,"yes, in your own neighbourhood"
4682,5068,3.0,"yes, elsewhere in the municipality"
4683,5069,4.0,"yes, but not in your own community"
4684,5070,1.0,no
4685,5071,2.0,"yes, in your own neighbourhood"
4686,5072,3.0,"yes, elsewhere in the municipality"
4687,5073,4.0,"yes, but not in your own community"
4688,5074,1.0,no
4689,5075,2.0,"yes, in your own neighbourhood"
4690,5076,3.0,"yes, elsewhere in the municipality"
4691,5077,4.0,"yes, but not in your own community"
4692,5078,1.0,no
4693,5079,2.0,"yes, in your own neighbourhood"
4694,5080,3.0,"yes, elsewhere in the municipality"
4695,5081,4.0,"yes, but not in your own community"
4696,5082,1.0,no
4697,5083,2.0,"yes, in your own neighbourhood"
4698,5084,3.0,"yes, elsewhere in the municipality"
4699,5085,4.0,"yes, but not in your own community"
4700,5086,1.0,Yes
4701,5087,2.0,no
4702,5088,1.0,Yes
4703,5089,2.0,no
4704,5090,1.0,Yes
4705,5091,2.0,no
4706,5092,1.0,Yes
4707,5093,2.0,no
4708,5094,1.0,Yes
4709,5095,2.0,no
4710,5096,1.0,Yes
4711,5097,2.0,no
4712,5098,1.0,Yes
4713,5099,2.0,no
4714,5100,1.0,Yes
4715,5101,2.0,No
4716,5102,1.0,Yes
4717,5103,2.0,no
4718,5104,1.0,Yes
4719,5105,2.0,no
4720,5106,1.0,Yes
4721,5107,2.0,no
4722,5108,1.0,"Yes, I bought or sold these goods/services online"
4723,5109,2.0,"No, I have not bought or sold these goods online"
4724,5110,1.0,Yes
4725,5111,2.0,no
4726,5112,1.0,Yes
4727,5113,2.0,no
4728,5115,1.0,does not occur
4729,5116,2.0,occurs and scares me
4730,5117,3.0,occurs and makes me angry
4731,5118,4.0,occurs and gives me a different emotion
4732,5119,5.0,occurs and does not affect me much
4733,5120,6.0,don't know if it happens
4734,5121,1.0,does not occur
4735,5122,2.0,occurs and scares me
4736,5123,3.0,occurs and makes me angry
4737,5124,4.0,occurs and gives me a different emotion
4738,5125,5.0,occurs and does not affect me much
4739,5126,6.0,don't know if it happens
4740,5127,1.0,does not occur
4741,5128,2.0,occurs and scares me
4742,5129,3.0,occurs and makes me angry
4743,5130,4.0,occurs and gives me a different emotion
4744,5131,5.0,occurs and does not affect me much
4745,5132,6.0,don't know if it happens
4746,5133,1.0,does not occur
4747,5134,2.0,occurs and scares me
4748,5135,3.0,occurs and makes me angry
4749,5136,4.0,occurs and gives me a different emotion
4750,5137,5.0,occurs and does not affect me much
4751,5138,6.0,don't know if it happens
4752,5139,1.0,does not occur
4753,5140,2.0,occurs and scares me
4754,5141,3.0,occurs and makes me angry
4755,5142,4.0,occurs and gives me a different emotion
4756,5143,5.0,occurs and does not affect me much
4757,5144,6.0,don't know if it happens
4758,5145,1.0,does not occur
4759,5146,2.0,occurs and scares me
4760,5147,3.0,occurs and makes me angry
4761,5148,4.0,occurs and gives me a different emotion
4762,5149,5.0,occurs and does not affect me much
4763,5150,6.0,don't know if it happens
4764,5151,1.0,does not occur
4765,5152,2.0,occurs and scares me
4766,5153,3.0,occurs and makes me angry
4767,5154,4.0,occurs and gives me a different emotion
4768,5155,5.0,occurs and does not affect me much
4769,5156,6.0,don't know if it happens
4770,5157,1.0,does not occur
4771,5158,2.0,occurs and scares me
4772,5159,3.0,occurs and makes me angry
4773,5160,4.0,occurs and gives me a different emotion
4774,5161,5.0,occurs and does not affect me much
4775,5162,6.0,don't know if it happens
4776,5163,1.0,does not occur
4777,5164,2.0,occurs and scares me
4778,5165,3.0,occurs and makes me angry
4779,5166,4.0,occurs and gives me a different emotion
4780,5167,5.0,occurs and does not affect me much
4781,5168,6.0,don't know if it happens
4782,5169,34.0,Westerpark
4783,5170,27.0,Princenhage
4784,5171,22.0,Buoy lake
4785,5173,0.0,Not Answered
4786,5174,1.0,Answered
4787,5175,0.0,Not Answered
4788,5176,1.0,Answered
4789,5177,0.0,Not Answered
4790,5178,1.0,Answered
4791,5179,0.0,Not Answered
4792,5180,1.0,Answered
4793,5181,0.0,Not Answered
4794,5182,1.0,Answered
4795,5184,1.0,Yes
4796,5185,2.0,"No, not in my own neighborhood but in Breda"
4797,5186,3.0,No
4798,5187,4.0,Do not know / no opinion
4799,5202,1.0,
4800,5203,10.0,10
4801,5204,2.0,
4802,5205,3.0,
4803,5206,4.0,
4804,5207,5.0,
4805,5208,6.0,
4806,5209,7.0,
4807,5210,8.0,
4808,5211,9.0,
4809,5212,1.0,totally agree
4810,5213,2.0,at sometime
4811,5214,3.0,"not agree, not disagree"
4812,5215,4.0,disagree
4813,5216,5.0,totally disagree
4814,5217,6.0,don't know/not applicable
4815,5218,1.0,totally agree
4816,5219,2.0,at sometime
4817,5220,3.0,"not agree, not disagree"
4818,5221,4.0,disagree
4819,5222,5.0,totally disagree
4820,5223,6.0,don't know/not applicable
4821,5224,1.0,totally agree
4822,5225,2.0,at sometime
4823,5226,3.0,"not agree, not disagree"
4824,5227,4.0,disagree
4825,5228,5.0,totally disagree
4826,5229,6.0,don't know/not applicable
4827,5230,1.0,totally agree
4828,5231,2.0,at sometime
4829,5232,3.0,"not agree, not disagree"
4830,5233,4.0,disagree
4831,5234,5.0,totally disagree
4832,5235,6.0,don't know/not applicable
4833,5236,1.0,totally agree
4834,5237,2.0,at sometime
4835,5238,3.0,"not agree, not disagree"
4836,5239,4.0,disagree
4837,5240,5.0,totally disagree
4838,5241,6.0,don't know/not applicable
4839,5242,1.0,totally agree
4840,5243,2.0,at sometime
4841,5244,3.0,"not agree, not disagree"
4842,5245,4.0,disagree
4843,5246,5.0,totally disagree
4844,5247,6.0,don't know/not applicable
4845,5248,1.0,
4846,5249,10.0,10
4847,5250,11.0,Do not know / no opinion
4848,5251,2.0,
4849,5252,3.0,
4850,5253,4.0,
4851,5254,5.0,
4852,5255,6.0,
4853,5256,7.0,
4854,5257,8.0,
4855,5258,9.0,
4856,5259,1.0,totally agree
4857,5260,2.0,at sometime
4858,5261,3.0,"not agree, not disagree"
4859,5262,4.0,disagree
4860,5263,5.0,totally disagree
4861,5264,6.0,Do not know / no opinion
4862,5265,1.0,totally agree
4863,5266,2.0,at sometime
4864,5267,3.0,"not agree, not disagree"
4865,5268,4.0,disagree
4866,5269,5.0,totally disagree
4867,5270,6.0,Do not know / no opinion
4868,5271,1.0,
4869,5272,10.0,10
4870,5273,11.0,Do not know / no opinion
4871,5274,2.0,
4872,5275,3.0,
4873,5276,4.0,
4874,5277,5.0,
4875,5278,6.0,
4876,5279,7.0,
4877,5280,8.0,
4878,5281,9.0,
4879,5282,1.0,very satisfied
4880,5283,2.0,satisfied
4881,5284,3.0,not satisfied/not dissatisfied
4882,5285,4.0,dissatisfied
4883,5286,5.0,very dissatisfied
4884,5287,6.0,Do not know / no opinion
4885,5288,1.0,very satisfied
4886,5289,2.0,satisfied
4887,5290,3.0,not satisfied/not dissatisfied
4888,5291,4.0,dissatisfied
4889,5292,5.0,very dissatisfied
4890,5293,6.0,Do not know / no opinion
4891,5294,1.0,very satisfied
4892,5295,2.0,satisfied
4893,5296,3.0,not satisfied/not dissatisfied
4894,5297,4.0,dissatisfied
4895,5298,5.0,very dissatisfied
4896,5299,6.0,Do not know / no opinion
4897,5300,1.0,very satisfied
4898,5301,2.0,satisfied
4899,5302,3.0,not satisfied/not dissatisfied
4900,5303,4.0,dissatisfied
4901,5304,5.0,very dissatisfied
4902,5305,6.0,Do not know / no opinion
4903,5306,1.0,very satisfied
4904,5307,2.0,satisfied
4905,5308,3.0,not satisfied/not dissatisfied
4906,5309,4.0,dissatisfied
4907,5310,5.0,very dissatisfied
4908,5311,6.0,Do not know / no opinion
4909,5312,1.0,very satisfied
4910,5313,2.0,satisfied
4911,5314,3.0,not satisfied/not dissatisfied
4912,5315,4.0,dissatisfied
4913,5316,5.0,very dissatisfied
4914,5317,6.0,Do not know / no opinion
4915,5318,1.0,very satisfied
4916,5319,2.0,satisfied
4917,5320,3.0,not satisfied/not dissatisfied
4918,5321,4.0,dissatisfied
4919,5322,5.0,very dissatisfied
4920,5323,6.0,Do not know / no opinion
4921,5324,1.0,very satisfied
4922,5325,2.0,satisfied
4923,5326,3.0,not satisfied/not dissatisfied
4924,5327,4.0,dissatisfied
4925,5328,5.0,very dissatisfied
4926,5329,6.0,Do not know / no opinion
4927,5330,1.0,very satisfied
4928,5331,2.0,satisfied
4929,5332,3.0,not satisfied/not dissatisfied
4930,5333,4.0,dissatisfied
4931,5334,5.0,very dissatisfied
4932,5335,6.0,Do not know / no opinion
4933,5336,1.0,totally agree
4934,5337,2.0,agree
4935,5338,3.0,neutral
4936,5339,4.0,do not agree with
4937,5340,5.0,totally disagree
4938,5341,6.0,Do not know / no opinion
4939,5342,1.0,totally agree
4940,5343,2.0,agree
4941,5344,3.0,neutral
4942,5345,4.0,do not agree with
4943,5346,5.0,totally disagree
4944,5347,6.0,Do not know / no opinion
4945,5348,1.0,totally agree
4946,5349,2.0,agree
4947,5350,3.0,neutral
4948,5351,4.0,do not agree with
4949,5352,5.0,totally disagree
4950,5353,6.0,Do not know / no opinion
4951,5354,1.0,totally agree
4952,5355,2.0,agree
4953,5356,3.0,neutral
4954,5357,4.0,do not agree with
4955,5358,5.0,totally disagree
4956,5359,6.0,Do not know / no opinion
4957,5360,1.0,totally agree
4958,5361,2.0,agree
4959,5362,3.0,neutral
4960,5363,4.0,do not agree with
4961,5364,5.0,totally disagree
4962,5365,6.0,Do not know / no opinion
4963,5366,1.0,totally agree
4964,5367,2.0,agree
4965,5368,3.0,neutral
4966,5369,4.0,do not agree with
4967,5370,5.0,totally disagree
4968,5371,6.0,Do not know / no opinion
4969,5372,1.0,totally agree
4970,5373,2.0,agree
4971,5374,3.0,neutral
4972,5375,4.0,do not agree with
4973,5376,5.0,totally disagree
4974,5377,6.0,Do not know / no opinion
4975,5378,1.0,totally agree
4976,5379,2.0,agree
4977,5380,3.0,neutral
4978,5381,4.0,do not agree with
4979,5382,5.0,totally disagree
4980,5383,6.0,Do not know / no opinion
4981,5384,1.0,totally agree
4982,5385,2.0,agree
4983,5386,3.0,neutral
4984,5387,4.0,do not agree with
4985,5388,5.0,totally disagree
4986,5389,6.0,Do not know / no opinion
4987,5390,1.0,totally agree
4988,5391,2.0,agree
4989,5392,3.0,neutral
4990,5393,4.0,do not agree with
4991,5394,5.0,totally disagree
4992,5395,6.0,Do not know / no opinion
4993,5396,1.0,totally agree
4994,5397,2.0,agree
4995,5398,3.0,neutral
4996,5399,4.0,do not agree with
4997,5400,5.0,totally disagree
4998,5401,6.0,Do not know / no opinion
4999,5402,1.0,totally agree
5000,5403,2.0,agree
5001,5404,3.0,neutral
5002,5405,4.0,do not agree with
5003,5406,5.0,totally disagree
5004,5407,6.0,Do not know / no opinion
5005,5408,1.0,totally agree
5006,5409,2.0,agree
5007,5410,3.0,neutral
5008,5411,4.0,do not agree with
5009,5412,5.0,totally disagree
5010,5413,6.0,Do not know / no opinion
5011,5414,1.0,
5012,5415,10.0,10
5013,5416,2.0,
5014,5417,3.0,
5015,5418,4.0,
5016,5419,5.0,
5017,5420,6.0,
5018,5421,7.0,
5019,5422,8.0,
5020,5423,9.0,
5021,5424,1.0,improved
5022,5425,2.0,stayed the same
5023,5426,3.0,deteriorated
5024,5427,4.0,Do not know / no opinion
5025,5428,1.0,improved
5026,5429,2.0,stayed the same
5027,5430,3.0,deteriorated
5028,5431,4.0,Do not know / no opinion
5029,5432,1.0,improved
5030,5433,2.0,stayed the same
5031,5434,3.0,deteriorated
5032,5435,4.0,Do not know / no opinion
5033,5436,1.0,Forward
5034,5437,2.0,Stayed the same
5035,5438,3.0,Backwards
5036,5439,4.0,Do not know / no opinion
5037,5440,1.0,Forward
5038,5441,2.0,Will stay the same
5039,5442,3.0,Backwards
5040,5443,4.0,Do not know / no opinion
5041,5444,1.0,
5042,5445,10.0,10
5043,5446,2.0,
5044,5447,3.0,
5045,5448,4.0,
5046,5449,5.0,
5047,5450,6.0,
5048,5451,7.0,
5049,5452,8.0,
5050,5453,9.0,
5051,5454,1.0,
5052,5455,10.0,10
5053,5456,2.0,
5054,5457,3.0,
5055,5458,4.0,
5056,5459,5.0,
5057,5460,6.0,
5058,5461,7.0,
5059,5462,8.0,
5060,5463,9.0,
5061,5464,1.0,
5062,5465,10.0,10
5063,5466,2.0,
5064,5467,3.0,
5065,5468,4.0,
5066,5469,5.0,
5067,5470,6.0,
5068,5471,7.0,
5069,5472,8.0,
5070,5473,9.0,
5071,5474,1.0,
5072,5475,10.0,10
5073,5476,2.0,
5074,5477,3.0,
5075,5478,4.0,
5076,5479,5.0,
5077,5480,6.0,
5078,5481,7.0,
5079,5482,8.0,
5080,5483,9.0,
5081,5484,1.0,Very positive
5082,5485,2.0,Positive
5083,5486,3.0,Neutral
5084,5487,4.0,Negative
5085,5488,5.0,Very negative
5086,5489,6.0,No idea
5087,5492,0.0,Age
5088,5493,1.0,Age
5089,5494,10.0,Age
5090,5495,100.0,Age
5091,5496,101.0,Age
5092,5497,102.0,Age
5093,5498,103.0,Age
5094,5499,104.0,Age
5095,5500,105.0,Age
5096,5501,106.0,Age
5097,5502,107.0,Age
5098,5503,108.0,Age
5099,5504,109.0,Age
5100,5505,11.0,Age
5101,5506,12.0,Age
5102,5507,13.0,Age
5103,5508,14.0,Age
5104,5509,15.0,Age
5105,5510,16.0,Age
5106,5511,17.0,Age
5107,5512,18.0,Age
5108,5513,19.0,Age
5109,5514,2.0,Age
5110,5515,20.0,Age
5111,5516,21.0,Age
5112,5517,22.0,Age
5113,5518,23.0,Age
5114,5519,24.0,Age
5115,5520,25.0,Age
5116,5521,26.0,Age
5117,5522,27.0,Age
5118,5523,28.0,Age
5119,5524,29.0,Age
5120,5525,3.0,Age
5121,5526,30.0,Age
5122,5527,31.0,Age
5123,5528,32.0,Age
5124,5529,33.0,Age
5125,5530,34.0,Age
5126,5531,35.0,Age
5127,5532,36.0,Age
5128,5533,37.0,Age
5129,5534,38.0,Age
5130,5535,39.0,Age
5131,5536,4.0,Age
5132,5537,40.0,Age
5133,5538,41.0,Age
5134,5539,42.0,Age
5135,5540,43.0,Age
5136,5541,44.0,Age
5137,5542,45.0,Age
5138,5543,46.0,Age
5139,5544,47.0,Age
5140,5545,48.0,Age
5141,5546,49.0,Age
5142,5547,5.0,Age
5143,5548,50.0,Age
5144,5549,51.0,Age
5145,5550,52.0,Age
5146,5551,53.0,Age
5147,5552,54.0,Age
5148,5553,55.0,Age
5149,5554,56.0,Age
5150,5555,57.0,Age
5151,5556,58.0,Age
5152,5557,59.0,Age
5153,5558,6.0,Age
5154,5559,60.0,Age
5155,5560,61.0,Age
5156,5561,62.0,Age
5157,5562,63.0,Age
5158,5563,64.0,Age
5159,5564,65.0,Age
5160,5565,66.0,Age
5161,5566,67.0,Age
5162,5567,68.0,Age
5163,5568,69.0,Age
5164,5569,7.0,Age
5165,5570,70.0,Age
5166,5571,71.0,Age
5167,5572,72.0,Age
5168,5573,73.0,Age
5169,5574,74.0,Age
5170,5575,75.0,Age
5171,5576,76.0,Age
5172,5577,77.0,Age
5173,5578,78.0,Age
5174,5579,79.0,Age
5175,5580,8.0,Age
5176,5581,80.0,Age
5177,5582,81.0,Age
5178,5583,82.0,Age
5179,5584,83.0,Age
5180,5585,84.0,Age
5181,5586,85.0,Age
5182,5587,86.0,Age
5183,5588,87.0,Age
5184,5589,88.0,Age
5185,5590,89.0,Age
5186,5591,9.0,Age
5187,5592,90.0,Age
5188,5593,91.0,Age
5189,5594,92.0,Age
5190,5595,93.0,Age
5191,5596,94.0,Age
5192,5597,95.0,Age
5193,5598,96.0,Age
5194,5599,97.0,Age
5195,5600,98.0,Age
5196,5601,99.0,Age
5197,5602,1.0,Single/living alone
5198,5603,2.0,Two adults with child(ren)
5199,5604,3.0,Two adults without child(ren)
5200,5605,4.0,ETn adult with child(ren)/single-parent family
5201,5606,5.0,Otherwise
5202,5608,1.0,Primary school/primary education/no education
5203,5609,2.0,Vmbo/Mavo
5204,5610,3.0,Vwo/Havo
5205,5611,4.0,Secondary vocational education (mbo)
5206,5612,5.0,Higher professional education (hbo)
5207,5613,6.0,Science education (university)
5208,5614,1.0,man
5209,5615,2.0,Woman
5210,5616,1.0,Extremely happy
5211,5617,2.0,Happy
5212,5618,3.0,Not happy/not unhappy
5213,5619,4.0,Not so lucky
5214,5620,5.0,Unhappy
5215,5621,6.0,No answer
5216,5622,1.0,"Yes, I would like to become a member. My email address is:"
5217,5623,2.0,"No, I don't want to become a member."
5218,5625,1.0,Yes
5219,5626,2.0,no
5220,5627,1.0,Yes
5221,5628,2.0,no
5222,5629,1.0,Yes
5223,5630,2.0,no
5224,5631,1.0,Yes
5225,5632,2.0,no
5226,5633,1.0,Yes
5227,5634,2.0,no
5228,5635,1.0,Yes
5229,5636,2.0,no
5230,5637,1.0,Yes
5231,5638,2.0,no
5232,5639,1.0,Yes
5233,5640,2.0,no
5234,5641,1.0,Yes
5235,5642,2.0,no
5236,5643,1.0,Yes
5237,5644,2.0,no
5238,5645,1.0,Very easy
5239,5646,2.0,Easy
5240,5647,3.0,Just come around
5241,5648,4.0,Difficult
5242,5649,5.0,Very difficult
5243,5656,1.0,intensive
5244,5657,2.0,incidental
5245,5658,3.0,(almost never
5246,5659,1.0,intensive
5247,5660,2.0,incidental
5248,5661,3.0,(almost never
5249,5662,1.0,intensive
5250,5663,2.0,incidental
5251,5664,3.0,(almost never
5252,5665,1.0,intensive
5253,5666,2.0,incidental
5254,5667,3.0,(almost never
5255,5668,1.0,intensive
5256,5669,2.0,incidental
5257,5670,3.0,(almost never
5258,5671,1.0,"Yes, intensively"
5259,5672,2.0,"Yes, incidentally"
5260,5673,3.0,"No, (almost) not"
5261,5674,1.0,"yes, that's right"
